feature|class_label
[-301.52065998883086, 105.01331710150188, -92.56348180437847, -10.303135605047183, 7.001819767465757, -18.99256821374503, -17.97409941479046, -0.8141227720296158, -6.699801114757758, 14.040515529820336]|dog_bark
[-299.53833190677847, 105.0456960095009, -95.95925622502757, -11.80813442578749, 9.160071194955414, -24.467881678532443, -17.619164384116605, -3.7405269903949447, -4.647872058132484, 14.2552117543233]|dog_bark
[-324.32942924577645, 82.3450012870608, -77.8638345270812, -30.830027975894733, 12.414720591242387, 7.618947501065878, -1.1133355651583574, 7.758666758345476, -4.1799199925965596, -3.8494797814463895]|dog_bark
[-337.43120283317256, 113.11755656527065, -71.68218487219079, -41.61323579314238, -0.8159982934258313, 2.0045731797073385, -13.107712910154465, 4.494192244653562, 1.4252825296942258, 16.012848025963724]|dog_bark
[-349.5607917392732, 106.9300649051019, -72.7393228938695, -37.16147980613628, 0.9679679220805154, 4.47967358784562, -12.470973018191163, 7.422387122645281, 2.1213137517652774, 15.356339199850863]|dog_bark
[-339.69454628274195, 112.55796979236406, -75.9946481524632, -40.20473061639942, 2.41720489316888, 6.286035581086663, -14.896952749161981, 4.251749577801827, -1.5237477722486457, 12.905119145740443]|dog_bark
[-58.007244066646, 84.23220268231665, -53.01701639681119, 49.846113154197425, -4.736615364377499, 22.980338394277652, -2.118932620970171, 15.761105269617781, -12.481670918218123, 11.057243985441914]|air_conditioner
[-54.9921835720793, 85.74823206605312, -53.189153246351246, 50.39292020301075, -4.112033965127559, 23.574506079155537, -1.7386831847644477, 15.402291235763006, -13.228139679319007, 11.235799645219892]|air_conditioner
[-46.55816380145303, 81.02452466053792, -48.394219429431956, 49.413490096126495, -2.384856449633445, 23.825905572321794, -3.8609389656285873, 16.0832412353801, -13.1496586597855, 11.920966655643682]|air_conditioner
[-47.49033741649316, 80.63076129091057, -48.08720645900419, 49.61724865477542, -2.7790569481223373, 23.995478215223226, -4.409091028858702, 15.68927538811205, -12.919060010204412, 11.670865086205962]|air_conditioner
[-53.47207038037219, 81.88731164182525, -49.48188890503505, 50.03738465815351, -4.867404103206929, 24.297635126949096, -3.554257564570896, 15.262966825828494, -13.162939322660595, 11.951461944708553]|air_conditioner
[-56.55313541395342, 82.24638741024039, -50.05314021016437, 50.48361327379909, -6.051361727793029, 24.042579164748226, -2.938813554905742, 15.201642406701813, -13.21946270249162, 11.95855403667456]|air_conditioner
[-56.225837906864875, 82.0332618479649, -49.97571914400348, 51.134213759660156, -6.018373803701304, 23.288486709374645, -3.4093271070641946, 15.29469772596878, -12.72689611423725, 11.370219952301763]|air_conditioner
[-55.18217910171955, 82.58651776366317, -49.97670115999654, 51.720861380977524, -5.0700000999357835, 23.630880065400163, -3.4253612638082442, 15.119734119232533, -12.286060009217707, 11.153877062904249]|air_conditioner
[-55.22507019153211, 81.89342404326334, -49.54576902040986, 51.316901986460294, -4.4762962438760034, 23.989398402720322, -2.9516114020352937, 14.671550026606381, -12.311436622410618, 11.27937222380558]|air_conditioner
[-54.93192447443696, 82.40858161538549, -49.5644296752536, 50.0820133357898, -5.3274074493372865, 23.599012420671468, -2.605999540680811, 15.162059540716173, -11.929028983007466, 12.031370149238102]|air_conditioner
[-54.694797987554786, 83.27585984814858, -50.12861320166064, 49.01842135999209, -5.610163979296549, 22.859337870107222, -2.7442539101321373, 16.054013691131736, -11.97917923702809, 11.348538819186096]|air_conditioner
[-55.059866190362534, 83.77692121599233, -50.148795922612756, 49.09905864219781, -6.07833641476611, 23.393107855644438, -2.699250602558907, 16.855271974545595, -12.33172084518248, 11.082636997050173]|air_conditioner
[-55.6886398108262, 86.17121049520871, -52.921106213170084, 50.33980910543825, -4.285455769077096, 23.558505260381708, -1.6988783195962318, 15.462474180619026, -13.072251465080106, 10.306740133012255]|air_conditioner
[-54.10364850714924, 81.18837789935557, -48.35999735883029, 49.53642475400914, -4.853327903362524, 24.321464569890995, -2.156783779065067, 16.369687228965844, -12.922929478365964, 12.118119671401905]|air_conditioner
[-54.88074593920641, 79.86675465892624, -48.02859587948457, 50.57113653020569, -3.1999245675914216, 24.945988000437286, -2.69338013870877, 16.04246072914221, -13.462974496864891, 12.00565798860007]|air_conditioner
[-56.22312839922822, 81.90867716912634, -48.57594280355874, 50.73032680429485, -3.1983536304147018, 24.789111518464118, -3.594649224981552, 16.81040849616306, -13.295942320666533, 10.90814787490431]|air_conditioner
[-56.389468147850316, 82.13228216186033, -48.52219127171849, 50.12189508474415, -3.5406361554652945, 24.112948616338276, -4.379331275262029, 17.129808643147022, -13.897102613685195, 10.897930482678111]|air_conditioner
[-55.653988506711606, 81.6769081508519, -48.943280537249905, 50.28663770235375, -2.995687977301122, 23.600570441119608, -4.415364647196608, 17.301513349251948, -13.828282243069236, 10.721237202036265]|air_conditioner
[-54.54355776562375, 80.9011640845914, -48.83929888089006, 50.49344304908151, -2.4995603497387275, 23.43888741696316, -4.373435684702997, 17.60684513020071, -13.054829066397676, 10.336243272324158]|air_conditioner
[-54.68131927673279, 80.87828712060723, -47.74796830958543, 50.109870122066695, -3.3466682679474182, 23.376567449949736, -4.522226044150957, 16.563167309655057, -13.8179616466859, 10.557701962978015]|air_conditioner
[-55.82892088735978, 81.35528782527567, -47.18143550854052, 50.30697323836153, -3.501729414259815, 24.012587232336156, -4.826896027851177, 16.0047799303141, -14.541822824870025, 10.942758238442444]|air_conditioner
[-55.53516670032021, 81.10697256699355, -47.11803159458203, 49.41686585605707, -3.2755675786662595, 24.30595556913726, -5.0304401565825785, 15.603258987650406, -14.259928139669254, 11.445193688400428]|air_conditioner
[-53.420358553658204, 80.25685906174499, -45.87898257077964, 48.60538493276781, -3.6507754941754236, 23.971610251437127, -4.991664813014802, 15.537514331431197, -14.325821482670118, 12.446142550499102]|air_conditioner
[-55.28979363740169, 86.28437489266143, -52.30849624408148, 50.33588699851388, -4.168308012503489, 23.674292713820176, -2.566358206606917, 15.783637370685799, -13.105461624745818, 10.154224801545906]|air_conditioner
[-49.314585457836, 77.91819567021801, -44.02424466767929, 48.88717037273253, -2.5024482668803936, 23.92312980718137, -4.040499709012151, 16.866206233296705, -13.911041573291959, 13.038629243735855]|air_conditioner
[-52.802862263952015, 85.07246846745718, -51.64736723410588, 50.43362019394815, -3.7129740412413215, 23.380155485925894, -3.3026676734060536, 15.58636014574628, -13.316691979973749, 10.922470964676874]|air_conditioner
[-51.43572926317754, 83.89265898131481, -51.36101562882612, 50.38295640635285, -3.908910809718668, 23.617241587604777, -2.9525785793738293, 15.853008852973327, -12.765023362724513, 10.828313292922806]|air_conditioner
[-51.79341542304572, 82.8198133258528, -51.18704656613746, 50.23412897526251, -3.7118326150250183, 23.753152905141924, -3.3735317644203073, 15.639615279852869, -12.742617073588601, 10.613061212197827]|air_conditioner
[-49.30100992490107, 80.22755026371789, -51.483257148494886, 48.830193104781884, -2.513458780100736, 23.553933609381616, -4.5209168639528485, 13.941564838455278, -12.573062531365279, 10.904458346686576]|air_conditioner
[-49.08319216713802, 80.7220351724885, -51.37422804123478, 48.34783934436395, -3.108861864341067, 23.334374288886735, -4.3934995699908255, 14.417025916617192, -12.218723886514256, 10.808882187137842]|air_conditioner
[-50.55201169826973, 82.43910234150583, -50.17615455268956, 49.62007098378545, -3.632973760349496, 23.670512137102374, -3.6728563141197332, 16.26474536787544, -13.130318536363319, 11.035561022635619]|air_conditioner
[-193.32758969411086, 36.05440340997386, -63.92458935826521, 6.5138420471914475, -24.05163982289439, 0.9143731742120111, -18.81692416838341, 14.175653186676765, -12.239323683144773, 9.588593797305629]|dog_bark
[-75.24641063023876, 42.303671921778744, -70.43152826988474, 0.7091830498653242, -33.106383728495636, -3.1636439075161986, -25.11016836528835, 9.778655546155923, -16.466137892500626, 12.229608047959353]|dog_bark
[-148.62244702763167, 49.17328538789479, -72.23792827746064, 12.323279849047774, -24.640478147602963, -1.807001817580205, -21.328846341775744, 12.474052627823903, -13.555161084928914, 9.21766476068052]|dog_bark
[-337.17464101925884, 67.16157209232559, -93.16865507907005, -6.7088512363042225, -35.217495777607716, -21.14629945235636, -34.39705243109941, -24.178448176900286, -26.860555989933005, -12.121825871925871]|children_playing
[-315.6506865861643, 58.97760861059003, -93.14969618442085, 0.20881564657079416, -44.74495499954217, -19.10989188963279, -30.529147582702834, -24.03007372238981, -28.897660963077332, -17.97791952523019]|children_playing
[-293.28159497787703, 77.48647991174258, -90.25771188598472, -16.19222527925471, -36.55875683349823, -20.785442605628393, -24.16020384357468, -16.813277717621567, -19.380066250158116, -20.121869059996037]|children_playing
[-263.32347611719945, 62.9486775541278, -92.55405925230056, -12.199493787345675, -35.37523083165285, -20.31442715284466, -19.995888721633, -18.145487479298072, -17.62798926342585, -18.275113971269317]|children_playing
[-291.9111192911298, 64.40328389034646, -87.44843712895445, -8.164788503617824, -37.666091711210406, -9.195761965392162, -20.63911467528343, -22.208207900525498, -11.234084936007232, -16.882174847094827]|children_playing
[-332.1882495194468, 75.54075056078257, -86.995474822654, 1.4987471037976925, -37.08215640267789, -12.937429652010195, -24.07728872201949, -23.841994241804084, -21.98387599306048, -8.682586041228694]|children_playing
[-344.60410653405125, 71.58597297495604, -75.69772344492107, -14.480522414283419, -35.99850353809005, -12.491798150014512, -32.474945218001416, -11.51324539838426, -28.940879377426043, -9.803786016565923]|children_playing
[-387.0566607606632, 86.30675354754514, -75.18504278080955, -6.069450239732625, -36.58860498240439, -13.792955834429401, -37.01760666271652, -8.590181123342044, -32.17120963743736, -7.8672746527985975]|children_playing
[-403.96760320653647, 94.39807027241612, 17.751819755002042, -11.521063973934245, -7.489262785771562, 4.073067827781336, -16.30886847882907, -6.735372992469996, -10.60152822392477, -5.113413445879832]|dog_bark
[-368.11002233002216, 128.7448108062032, 28.912741566295068, -21.1900559687517, -15.262681319131586, 2.6394699045945718, -28.895719789400122, -17.58280024443272, -23.66326832741432, -8.707303125453656]|dog_bark
[-422.4790151421462, 70.38346134423621, 9.934860364476318, 0.000615318491544593, 1.6434226146886104, 3.714230221679605, -9.649158345561533, -1.7821951261881808, -3.811724642579286, -0.2881961600856276]|dog_bark
[-182.28709640010518, 16.399905658957216, 15.123108748654223, 39.04590905821527, -16.199616081998684, 26.675053021119354, -4.577246071492625, 16.78214750977541, 5.660910468937913, 7.099350800892862]|air_conditioner
[-231.19057783151388, 39.113616032730704, 25.37306971984831, 37.44355275886098, -17.88819625521014, 28.58062416998316, -4.981698004983247, 12.699414755527304, 13.201542926779528, 0.29317882938434914]|air_conditioner
[-208.1713858995823, 25.4588231196716, 22.911696457938305, 37.74023073684808, -17.204614053471413, 27.36362806443971, -6.09944081029541, 14.682659379786093, 8.639051492881226, 3.7843860435699623]|air_conditioner
[-191.6716011450263, 17.401562045898803, 19.186825085997807, 39.24656992460756, -16.204548773570526, 26.589197144851386, -6.678348844557257, 16.78170882862469, 4.8695889271744415, 7.4258061408489855]|air_conditioner
[-213.4741563249162, 30.364072213843826, 20.13013994773214, 39.50890784356686, -15.944451427417144, 27.587263424837666, -5.614692915927157, 16.38235675719916, 7.199723849989569, 6.570630720386189]|air_conditioner
[-249.14159252361588, 54.73413182683802, 23.11706379668135, 36.719776135801176, -17.086208753557514, 28.7043817935546, -5.224070994279798, 13.968946209841809, 13.86982593006013, 0.7654481687284418]|air_conditioner
[-251.8504273860214, 55.932275046633094, 22.460108662652086, 35.641447912719954, -15.014445694358571, 27.460035346079604, -5.5967534026143495, 14.319326713865705, 13.202155679862823, 1.7724741240266837]|air_conditioner
[-254.43922222882745, 57.23423300081161, 21.84275419025105, 35.13264585374104, -15.602461681706592, 28.467650065556146, -5.963207575050135, 12.221389017134836, 15.386131311300623, 1.3324439776051114]|air_conditioner
[-254.88022764114604, 58.0211600010951, 20.990651848047673, 35.86225281184351, -15.927901513770195, 28.664096492155746, -5.248975693309954, 10.783297420380999, 16.951883251318282, -0.18675589553889044]|air_conditioner
[-259.71050997914614, 62.52323896696939, 20.20260597111256, 34.763740841229215, -16.061347918471736, 27.472127403800922, -4.935658416551566, 11.830526467531469, 14.638314417851822, -0.054627057583496785]|air_conditioner
[-260.01582850431305, 61.64116919219147, 20.49099810166208, 35.11708210487344, -16.0765950000625, 27.05624006396133, -4.126312010123801, 11.768460024135486, 15.03373284617218, -0.2573622554221515]|air_conditioner
[-255.0114677245874, 55.243330255582705, 22.563283675342454, 35.494336380217575, -17.533914445161432, 28.334739368744895, -3.6058502557008665, 11.554654845345945, 16.329052500818193, -1.6251196822902372]|air_conditioner
[-252.60962835919486, 52.76601199424588, 24.068001801423293, 35.431040833872736, -18.08670994975989, 29.297564491518948, -4.556190335348036, 11.310460324228984, 16.67408803350294, -1.6192371684134164]|air_conditioner
[-251.3509173658165, 55.13923265250904, 23.246472807079858, 35.99209167936959, -18.757189005641457, 27.730280380911925, -4.893717322391735, 12.199290083565094, 16.91669287935882, -1.2108996151488702]|air_conditioner
[-250.9664550779752, 53.505480160634605, 21.64642572702859, 38.51245885383111, -15.194212774281592, 27.399583953773917, -4.850154927256435, 13.679245493202876, 13.686911522838493, 2.0641418621864767]|air_conditioner
[-245.06745993939467, 47.52031628388429, 24.18476342167056, 37.75231154021181, -15.255006900734031, 27.58319777732563, -5.576581303644557, 14.293776982497794, 13.171330477261384, 2.8535180239585407]|air_conditioner
[-193.27943554167206, 18.48251722036246, 20.742358992314426, 39.277519975434025, -14.570411611825628, 27.671113468944107, -6.257505226128447, 17.026943112275273, 6.990354358561495, 7.175422387170217]|air_conditioner
[-236.04147417861384, 39.078529404779175, 26.253970497568496, 37.67115979944749, -17.27964621095266, 28.490967216945606, -6.345048358011157, 13.451401910861044, 12.700630642622725, 2.2109711254845683]|air_conditioner
[-237.80241945563196, 39.67352574284135, 24.895133246445262, 38.54260128295499, -17.14634290371461, 27.68158939511905, -5.868335622629952, 13.65109957036962, 13.381931484674611, 2.4490522294551496]|air_conditioner
[-238.16143336577315, 44.07683843957778, 24.04237623866259, 37.3428438719234, -15.61070374300894, 27.759869484534047, -5.5299128572974166, 14.388666633654074, 12.020343922982766, 4.553239279060607]|air_conditioner
[-237.955919092308, 44.897647677618856, 24.346190262219725, 36.61033206154815, -14.464761285003817, 26.863789669368163, -5.277461984497616, 15.023955715540344, 10.536342062510577, 5.721159787811058]|air_conditioner
[-235.90654214984465, 41.9884126937463, 24.464924449114942, 36.92478995939729, -16.57356318900784, 26.391904790606237, -5.838152780590534, 14.641933107198351, 11.332066373860863, 4.620976047035478]|air_conditioner
[-232.15939985918416, 37.011226359418124, 24.99655953586551, 37.12271053971067, -17.127877483034396, 27.52892163099804, -5.501028608271495, 14.019956432522532, 10.509354270340754, 4.069754102950094]|air_conditioner
[-197.41404624841283, 20.77780571735112, 19.71739759410758, 38.11539608301479, -15.910419596638285, 27.14413730023049, -6.940960958104202, 16.9349261673004, 6.5019479169918535, 7.5527102277297145]|air_conditioner
[-231.70642463752878, 35.691187339824424, 24.783619850900113, 37.245194238092076, -16.883193163295054, 27.684487317283665, -5.660398645713868, 14.164921270373206, 9.028506475300663, 5.177066172536303]|air_conditioner
[-222.63448570335328, 35.939410840013515, 25.154243801256282, 36.86952084394001, -17.205124807010275, 28.393871708438898, -5.438799986371697, 14.495854267974194, 10.641679728770356, 3.574674320969438]|air_conditioner
[-229.42003903766016, 40.24669234847701, 21.73805294314207, 39.37921176627708, -18.11335215485488, 26.15645463290378, -5.2711919187706275, 13.376959753894964, 11.365346805104037, 3.72119884475918]|air_conditioner
[-226.18540793027188, 154.74825564876429, -13.287300166378653, 20.26363910504706, 2.8853060741574956, 16.88709253174929, -16.68479573123822, 13.48835587852165, 0.8132978738853618, 6.210240062692042]|street_music
[-228.02473384111286, 155.22957058264825, -14.234205891561416, 19.652912064209463, 2.492286307085777, 18.329901950753772, -16.575359176523413, 16.181785268108374, -0.6716227343805705, 6.5155991472921]|street_music
[-226.59079209823503, 148.80691060829423, -12.214424491960843, 20.88250209177868, -0.5498159041979391, 21.522520455433614, -17.700271659269255, 18.287787268917867, -2.6959708330217893, 2.762698378944747]|street_music
[-231.15416439348365, 155.3759440181483, -11.287780114512014, 20.384229739485193, 0.9678265525207084, 21.426332807276076, -14.17417051183445, 14.02092023329957, -5.358291044644944, 1.1105848246449679]|street_music
[-241.8424737580265, 159.70223374989214, -11.877363757236326, 20.68565867313998, -1.2046346576990419, 20.338721937117246, -18.392661734167383, 8.952061234645551, -1.9306985646620127, 6.0341532357974454]|street_music
[-236.19730021155115, 153.5692367412089, -11.57840298498417, 21.74602544597106, -1.0933162713922573, 20.262014250469853, -20.492964216350597, 12.221985430867209, -1.485574897106095, 8.49922534797153]|street_music
[-291.11668196450336, 111.67529751218653, -53.11829434935402, 8.888271407666167, -20.572832850051736, 0.5943551783833558, -6.984405651805891, 4.687363315556925, -6.491830891650242, 14.485285955953193]|dog_bark
[-260.94724640646905, 92.56174609256716, -55.48740681336787, 7.368218930691183, -17.591780081144613, 3.497422145783495, -7.789109633578392, 0.7561569429078084, -4.412267431276733, 18.788342686079073]|dog_bark
[-286.6887933057159, 91.87011807034199, -51.461455139755664, 22.797807994237594, -10.756219262463919, -0.5196433901259212, -8.256252261970197, 5.3087865210974305, -12.023378659914888, 15.195785683034247]|dog_bark
[-261.35876802199436, 103.6277102199329, -57.12237103659426, 12.7200442037402, -20.829984138238853, 5.078257655464621, -12.26556718332584, 7.180301729989861, -0.8972435123180077, 10.23489212798245]|dog_bark
[-250.20526685340798, 97.0477098733864, -58.22818456381158, 6.644328682957412, -18.429181256654548, 1.8801184421739094, -9.269282031224204, 1.5881082860978242, -2.0842780345228684, 11.180566410675882]|dog_bark
[-260.24002598569047, 109.35180735253135, -51.811280760743976, -4.287414323925456, -18.30638847804592, 2.7716312190879866, -6.817822610044279, 7.485248805616051, 0.03147582298257334, 12.3082988649159]|dog_bark
[-386.78483744318385, 132.62961490772713, 25.220677808554694, 22.79953807686782, -10.436672057127987, 4.516113193493154, -6.532163494371131, 9.258159028689656, -0.426315619375457, 7.659397272632476]|gun_shot
[-499.69347837990426, 61.279550545481825, 12.289296949842575, 0.5534622180194116, -2.383582130598276, 5.283684154978277, -7.960781428593379, -1.5162548281017412, -2.6633516209210795, -5.531381494855275]|dog_bark
[-475.61530606819656, 41.26187175081716, 4.944614332609091, -3.9119436876828813, -3.4463506652055194, 0.14677406956837227, -5.152537586398498, -0.742875199580672, -1.8415730371222903, -3.234452444883696]|dog_bark
[-445.86488041028707, 91.31051874887908, 8.409853009159946, -6.706545132435939, -9.651398153890245, 1.4268384370127298, -14.521927868486912, -4.335564633283209, -7.411395526827737, -8.073873194322061]|dog_bark
[-398.0074707029646, 108.55186259007905, 30.61149073356966, 39.1085528666877, 2.7011897540657515, 19.512090584719676, -6.930932482051649, 9.33882322709086, -11.91982747028815, 3.6012906308185353]|dog_bark
[-381.6161236609101, 116.07922248863314, 13.176978525881838, 31.751987694808125, -6.031845653161793, 19.660461099279235, -13.565918853694619, 6.607308805880103, -16.29780652897255, 10.847088401876036]|dog_bark
[-399.1206229254055, 96.32548315561762, 8.351344653017815, 32.34935688194298, -2.9345366602710476, 20.291130208156392, -9.811597532237883, 12.419303056649998, -10.551224978037585, 12.355243801807823]|dog_bark
[-403.55688720167575, 92.05353788267531, 6.791700510997163, 32.06847627745169, -3.4628648164457516, 21.152866336494927, -7.858220400854605, 14.504833347873477, -9.975378374669381, 12.22557890478208]|dog_bark
[-216.84163067488478, 142.27843329785048, -50.96796309802314, -0.737900600284006, -31.30442856597478, 13.073103718698448, 4.488199865921244, 28.932676672340094, -12.893864402067708, -1.5704846628936855]|siren
[-212.4353786292682, 138.29152005148117, -53.043497708828674, -3.983607861867018, -26.828011887695826, 16.334821013310915, 4.650530652727327, 24.528024446493475, -13.975433151125875, -2.830623286984656]|siren
[-217.47733865026163, 137.86593925140457, -45.60475935211185, -6.197433234287192, -25.150589167607116, 19.796613121040863, 2.849662321223702, 25.00205796475035, -12.65585358644227, -1.29264895966409]|siren
[-225.78235584688852, 130.711111278232, -41.281335306056896, -3.637357257491813, -23.70477497329795, 28.080179741370188, 1.2119424356016302, 26.54309313509105, -18.290995401944066, 2.9104661180937574]|siren
[-213.8397264873814, 116.66471004178675, -30.800339159070198, -5.713102682308886, -18.721057316049027, 25.393250406640004, 2.737410538106348, 25.064519836693925, -14.366952425495056, 3.233513651784293]|siren
[-202.5518625784949, 118.44308307761413, -30.9467330515636, -2.9607135451081876, -20.945200267445934, 19.380922774065205, -1.3113140765205917, 23.369177830317252, -10.369627088262565, 5.812946586052108]|siren
[-197.83897540280216, 127.87832065266043, -36.80056366633567, 8.20630201517349, -22.798036307364523, 23.630718763212002, -6.969676467970257, 19.0989795943199, -9.903232004913377, 11.502537413454125]|siren
[-209.51306424180896, 145.12932632444546, -40.84033574861924, 0.21784628363664074, -32.316736164385304, 24.481965223231136, -11.825255169918105, 21.444853368610907, -2.0319424182459285, 3.993647507420478]|siren
[-158.84276840816776, 118.38487604543332, -25.545084161632907, 22.294008348444315, -2.2878750825616305, 28.61182714250732, -0.5339461259079753, 37.087424653033125, 4.949557990387747, 15.161846242572249]|engine_idling
[-159.70715835886776, 118.31706207196494, -24.588216346537614, 22.637344243400516, -1.8443553946110351, 29.25667855334664, -1.2806354664483264, 37.02107481375433, 5.158651907054534, 15.584834005230332]|engine_idling
[-158.41555657634828, 114.97012351546405, -23.793324611811087, 22.28602011006177, -2.9166042904116143, 28.7968374798473, 0.2475252920993716, 38.41338234243671, 5.197642156728473, 15.559683801487799]|engine_idling
[-157.46111216160259, 117.05115637376713, -22.19591384264804, 22.634702342684314, -2.5788352806846784, 28.168610059899144, -0.7783080758264129, 37.48060408769898, 4.680846013105424, 15.927436489662199]|engine_idling
[-158.1943421254278, 117.08199540299086, -22.92037182601088, 23.004168656697672, -2.5566335529347075, 28.184231052900067, -1.5567816118016364, 37.27577843040299, 4.858028987863329, 16.997707589129888]|engine_idling
[-159.67852168809458, 116.44684142684591, -23.31838734817382, 22.577876190760204, -2.0674878460314297, 28.069746801018503, -1.259798856964867, 37.43947699417039, 5.143320778305317, 16.497973139561115]|engine_idling
[-160.1938077780092, 118.14956194128386, -22.03856168354841, 22.303351996303526, -2.1723017386428114, 27.471995991693706, -1.2297277838994534, 36.731487406746126, 4.3569560572695325, 15.493408267772256]|engine_idling
[-160.8266205983909, 117.8844251711535, -23.02283312361158, 22.507789511882716, -3.0999076854648613, 27.637191770132038, -0.8960956727095102, 37.21600785509625, 4.639903156369369, 16.397541016829884]|engine_idling
[-160.8772566721935, 116.65772449123597, -23.95882061681792, 22.393008210615708, -3.987850362958825, 28.044748282052595, -0.28968228822682096, 37.41351868204658, 5.130333922393423, 16.55163913496731]|engine_idling
[-159.836971437629, 115.80970630195085, -24.086059470728646, 21.86486982728088, -4.263349982948174, 28.507748648552344, -0.7855036613406569, 37.94090322945644, 4.917495598882218, 16.249928328595853]|engine_idling
[-158.05148436091952, 116.56584684380229, -23.083774167326155, 21.897584155694283, -3.7844667946894446, 28.09360602294894, -1.413031778797828, 37.58039865922842, 4.662958997175877, 15.585951043247519]|engine_idling
[-157.82331533713182, 118.11745623017885, -22.668776143129058, 22.328377976998652, -3.594052039376726, 27.981618472927444, -1.1456002039689321, 37.23760371381085, 4.1088858161220845, 15.208955107380413]|engine_idling
[-158.97988230284432, 117.17839161297502, -25.372022880985657, 22.208245919456452, -2.6782797858958984, 30.72993902749599, -1.2824275832052423, 36.56227546576449, 5.595504855846462, 16.069421784968164]|engine_idling
[-157.9993788336294, 116.90397838720428, -23.54856007605642, 21.213993047317192, -3.951533009417533, 28.49926691649878, -0.5139955927985218, 38.20305699426011, 3.992919607788359, 15.715690147797545]|engine_idling
[-158.23125288041956, 116.33847208508796, -24.036028863675554, 21.042616074030054, -4.494461382107402, 28.99539242707392, -0.19020658908637922, 38.77265609307777, 4.312533358125372, 16.003723960411946]|engine_idling
[-158.72890026372824, 116.35440160331315, -23.989710918822894, 21.1548110664838, -4.31800451682249, 28.647013799014395, 0.30093535829985957, 38.40806173774061, 5.109512067422791, 16.643464664723048]|engine_idling
[-157.24009475412888, 117.81703369271585, -22.12439734226262, 21.598623349037116, -4.314774256544195, 27.93817978617254, -0.3741460524406781, 37.0644375961288, 4.521141891668612, 16.182294360280164]|engine_idling
[-156.93111511187715, 117.94097004650753, -21.321657123669716, 21.38720494075001, -4.603241370143639, 27.958585493676953, -0.3260071371845599, 36.9803729303556, 4.2273053842430945, 15.38430384170672]|engine_idling
[-158.6070827997483, 115.37206858383487, -23.231547587705865, 20.71860742661815, -4.973643953298502, 28.21023261388646, -0.0022790417211147654, 38.32460526717869, 4.238053293978781, 16.205962752083597]|engine_idling
